Synonym,ChecklistName
Kalophrynus interlineatus,Kalophrynus interlineatus
Kalophrynus pleurostigma inter,Kalophrynus interlineatus
Kaloula pulchra,Kaloula pulchra
Kaloula pulchra pulchra,Kaloula pulchra
Kandelia obovata,Kandelia obovata
Kaniska canace,Kaniska canace
Keteleeria fortunei,Keteleeria fortunei
Ketupa zeylonensis,Ketupa zeylonensis
Khaya senegalensis,Khaya senegalensis
Kigelia africana,Kigelia africana
Kniphofia uvaria,Kniphofia uvaria
Knoxia corymbosa,Knoxia corymbosa
Koelreuteria bipinnata,Koelreuteria bipinnata
Clupanodon punctatus,Konosirus punctatus
Konosirus punctatus,Konosirus punctatus
Nealosa punctata,Konosirus punctatus
Kopsia arborea,Kopsia arborea
Kopsia lancibracteolata,Kopsia arborea
Korthalsella japonica,Korthalsella japonica
Dules maculatus,Kuhlia marginata
Dules marginatus,Kuhlia marginata
Dules papuensis,Kuhlia marginata
Kuhlia marginata,Kuhlia marginata
Dules guamensis,Kuhlia rupestris
Dules rupestris,Kuhlia rupestris
Dules vanicolensis,Kuhlia rupestris
Kuhlia rupestris,Kuhlia rupestris
Kummerowia striata,Kummerowia striata
Cyperus brevifolia,Kyllinga brevifolia
Cyperus brevifolis,Kyllinga brevifolia
Kyllinga brevifolia,Kyllinga brevifolia
Cyperus brevifolius,Kyllinga brevifolia
Kyllinga monocephala,Kyllinga nemoralis
Kyllinga nemoralis,Kyllinga nemoralis
Kyllinga triceps,Kyllinga nemoralis
Cyperus mindorensis,Kyllinga nemoralis
Kyllinga aromatica,Kyllinga polyphylla
Kyllinga polyphylla,Kyllinga polyphylla
Cyperus aromaticus,Kyllinga polyphylla
Dolichos lablab,Lablab purpureus
Lablab purpureus,Lablab purpureus
Labrogomphus torvus,Labrogomphus torvus
Lactuca sativa,Lactuca sativa
Lafoensia vandelliana,Lafoensia vandelliana
Lagascea mollis,Lagascea mollis
Lagenaria siceraria,Lagenaria siceraria
Lagenophora billardieri,Lagenophora stipitata
Lagenophora stipitata,Lagenophora stipitata
Lagerstroemia fordii,Lagerstroemia fordii
Lagerstroemia indica,Lagerstroemia indica
Lagerstroemia speciosa,Lagerstroemia speciosa
Lagerstroemia subcostata,Lagerstroemia subcostata
Laggera alata,Laggera alata
Laggera crispata,Laggera alata
Coracina melaschistos,Lalage melaschistos
Lalage melaschistos,Lalage melaschistos
Lamelligomphus hainanensis,Lamelligomphus hainanensis
Lampides boeticus,Lampides boeticus
Lamproptera curius,Lamproptera curius
Lanius bucephalus,Lanius bucephalus
Lanius collurio,Lanius collurio
Lanius cristatus,Lanius cristatus
Lanius cristatus lucionensis,Lanius cristatus
Lanius schach,Lanius schach
Lanius schach schach,Lanius schach
Lanius sphenocercus,Lanius sphenocercus
Lanius tephronotus,Lanius tephronotus
Lanius tigrinus,Lanius tigrinus
Lantana camara,Lantana camara
Lantana camara 'Snow White',Lantana camara 'Snow White'
Lantana montevidensis,Lantana montevidensis
Lantana trifolia,Lantana trifolia
Laportea bulbifera,Laportea interrupta
Laportea interrupta,Laportea interrupta
Larus brachyrhynchus,Larus brachyrhynchus
Larus canus,Larus canus
Larus crassirostris,Larus crassirostris
Larus delawarensis,Larus delawarensis
Larus fuscus,Larus fuscus
Larus heuglini,Larus fuscus
Larus fuscus heuglini,Larus fuscus
Larus glaucescens,Larus glaucescens
Larus hyperboreus,Larus hyperboreus
Larus schistisagus,Larus schistisagus
Larus cachinnans,Larus vegae
Larus mongolicus,Larus vegae
Larus vegae,Larus vegae
Larus argentatus mongolicus,Larus vegae
Erithacus akahige,Larvivora akahige
Larvivora akahige,Larvivora akahige
Luscinia akahige,Larvivora akahige
Erithacus cyane,Larvivora cyane
Larvivora cyane,Larvivora cyane
Luscinia cyane,Larvivora cyane
Erithacus sibilans,Larvivora sibilans
Larvivora sibilans,Larvivora sibilans
Luscinia sibilans,Larvivora sibilans
Lasia spinosa,Lasia spinosa
Lasianthus attenuatus,Lasianthus attenuatus
Lasianthus wallichi,Lasianthus attenuatus
Lasianthus wallichii,Lasianthus attenuatus
Lasianthus chinensis,Lasianthus chinensis
Lasianthus curtisii,Lasianthus curtisii
Lasianthus fordii,Lasianthus fordii
Lasianthus formosensis,Lasianthus formosensis
Lasianthus hirsutus,Lasianthus hirsutus
Lasianthus trichophlebus,Lasianthus trichophlebus
Lasianthus obliquinervis,Lasianthus verticillatus
Lasianthus verticillatus,Lasianthus verticillatus
Labrax japonicus,Lateolabrax japonicus
Lateolabrax japonicus,Lateolabrax japonicus
Percalabrax japonicus,Lateolabrax japonicus
Lates calcarifer,Lates calcarifer
Lathyrus odoratus,Lathyrus odoratus
Launaea sarmentosa,Launaea sarmentosa
Isotoma longiflora,Laurentia longiflora
Laurentia longiflora,Laurentia longiflora
Hippobroma longiflora,Laurentia longiflora
Lavandula angustifolia,Lavandula angustifolia
Lavandula officinalis,Lavandula angustifolia
Lawsonia inermis,Lawsonia inermis
Leersia hexandra,Leersia hexandra
Leiognathus brevirostris,Leiognathus brevirostris
Leiothrix argentauris,Leiothrix argentauris
Mesia argentauris,Leiothrix argentauris
Leiothrix lutea,Leiothrix lutea
Lemmaphyllum microphyllum,Lemmaphyllum microphyllum
Lemna minor,Lemna minor
Leonurus artemisia,Leonurus japonicus
Leonurus japonicus,Leonurus japonicus
Lepidagathis incurva,Lepidagathis incurva
Lepidium virginicum,Lepidium virginicum
Chelonia olivacea,Lepidochelys olivacea
Lepidochelys olivacea,Lepidochelys olivacea
Lepidogrammitis diversa,Lepidogrammitis diversa
Lepidogrammitis rostrata,Lepidogrammitis rostrata
Lepidosperma chinense,Lepidosperma chinense
Lepironia articulata,Lepironia articulata
Lepironia mucronata,Lepironia articulata
Lepisorus obscure-venulosus,Lepisorus obscurevenulosus
Lepisorus obscurevenulosus,Lepisorus obscurevenulosus
Lepisorus thunbergianus,Lepisorus thunbergianus
Leptobrachella laui,Leptobrachella laui
Leptolalax laui,Leptobrachella laui
Leptolalax liui,Leptobrachella laui
Leptolalax pelodytoides,Leptobrachella laui
Leptochloa chinensis,Leptochloa chinensis
Diplachne fusca,Leptochloa fusca
Festuca fusca,Leptochloa fusca
Leptochloa fusca,Leptochloa fusca
Leptochloa malabarica,Leptochloa fusca
Leptochloa panicea,Leptochloa panicea
Leptogomphus elegans,Leptogomphus hongkongensis
Leptogomphus elegans hongkongensis,Leptogomphus hongkongensis
Leptogomphus hongkongensis,Leptogomphus hongkongensis
Leptosia nina,Leptosia nina
Leptospermum flavescens var. citriodorum,Leptospermum scoparium
Leptospermum scoparium,Leptospermum scoparium
Leptospermum flavescens citriodorum,Leptospermum scoparium
Lespedeza chinensis,Lespedeza chinensis
Lespedeza cuneata,Lespedeza cuneata
Lespedeza formosa,Lespedeza formosa
Lestes nodalis,Lestes nodalis
Lestes praemorsus praemorsus,Lestes praemorsus praemorsus
Lethe chandica,Lethe chandica
Lethe confusa,Lethe confusa
Lethe confusa confusa,Lethe confusa
Lethe confusa enima,Lethe confusa
Lethe europa,Lethe europa
Lethe rohria,Lethe rohria
Lethe verma,Lethe verma
Leucaena glauca,Leucaena leucocephala
Leucaena leucocephala,Leucaena leucocephala
Chrysanthemum leucanthemum,Leucanthemum vulgare
Leucanthemum vulgare,Leucanthemum vulgare
Leucas lavandulifolia,Leucas lavandulifolia
Leucas mollissima var. chinensis,Leucas mollissima var. chinensis
Leucas mollissima chinensis,Leucas mollissima var. chinensis
Leucas zeylanica,Leucas zeylanica
Grus leucogeranus,Leucogeranus leucogeranus
Leucogeranus leucogeranus,Leucogeranus leucogeranus
Leucophaeus pipixcan,Leucophaeus pipixcan
Gallirallus striatus,Lewinia striata
Lewinia striata,Lewinia striata
Rallus striatus,Lewinia striata
Lexias pardalis,Lexias pardalis
Lexias pardalis jadeitina,Lexias pardalis
Licuala fordiana,Licuala fordiana
Ligularia japonica,Ligularia japonica
Senecio japonicus,Ligularia japonica
Ligustrum amamianum,Ligustrum liukiuense
Ligustrum liukiuense,Ligustrum liukiuense
Ligustrum longipedicellatum,Ligustrum longipedicellatum
Ligustrum lucidum,Ligustrum lucidum
Ligustrum punctifolium,Ligustrum punctifolium
Ligustrum sinense,Ligustrum sinense
Lilium brownii,Lilium brownii
Lilium lancifolium,Lilium lancifolium
Lilium tigrinum,Lilium lancifolium
Lilium longiflorum,Lilium longiflorum
Lilium speciosum,Lilium speciosum
Limenitis sulpitia,Limenitis sulpitia
Parathyma sulpitia,Limenitis sulpitia
Limnocharis flava,Limnocharis flava
Limnodromus scolopaceus,Limnodromus scolopaceus
Limnodromus semipalmatus,Limnodromus semipalmatus
Limnonectes fujianensis,Limnonectes fujianensis
Rana fujianensis,Limnonectes fujianensis
Rana kuhlii,Limnonectes fujianensis
Limnophila aromatica,Limnophila aromatica
Limnophila chinensis,Limnophila chinensis
Limnophila heterophylla,Limnophila heterophylla
Limnophila rugosa,Limnophila rugosa
Limnophila sessiliflora,Limnophila sessiliflora
Limonium sinense,Limonium sinense
Limosa lapponica,Limosa lapponica
Limosa limosa,Limosa limosa
Lindera aggregata,Lindera aggregata
Lindera aggregata var. aggregata,Lindera aggregata
Lindera aggregata aggregata,Lindera aggregata
Lindera aggregata var. playfairii,Lindera aggregata var. playfairii
Lindera aggregata playfairii,Lindera aggregata var. playfairii
Lindera communis,Lindera communis
Lindera megaphylla,Lindera megaphylla
Lindera metcalfiana,Lindera metcalfiana
Lindera nacusua,Lindera nacusua
Lindernia anagallis,Lindernia anagallis
Torenia anagallis,Lindernia anagallis
Lindernia antipoda,Lindernia antipoda
Bonnaya antipoda,Lindernia antipoda
Lindernia ciliata,Lindernia ciliata
Lindernia crustacea,Lindernia crustacea
Torenia crustacea,Lindernia crustacea
Lindernia hyssopioides,Lindernia hyssopioides
Lindernia angustifolia,Lindernia micrantha
Lindernia micrantha,Lindernia micrantha
Lindernia oblonga,Lindernia oblonga
Torenia oblonga,Lindernia oblonga
Lindernia procumbens,Lindernia procumbens
Lindernia pusilla,Lindernia pusilla
Lindernia rotundifolia,Lindernia rotundifolia
Lindernia ruellioides,Lindernia ruellioides
Bonnaya ruelloides,Lindernia ruellioides
Lindsaea ensifolia,Lindsaea ensifolia
Schizoloma ensifolium,Lindsaea ensifolia
Lindsaea heterophylla,Lindsaea heterophylla
Schizoloma heterophyllum,Lindsaea heterophylla
Lindsaea orbiculata,Lindsaea orbiculata
Schizoloma orbiculata,Lindsaea orbiculata
Liniparhomaloptera disparis,Liniparhomaloptera disparis
Liparis bootanensis,Liparis bootanensis
Liparis plicata,Liparis bootanensis
Liparis ferruginea,Liparis ferruginea
Liparis gigantea,Liparis gigantea
Liparis macrantha,Liparis gigantea
Liparis nigra,Liparis gigantea
Liparis nervosa,Liparis nervosa
Liparis odorata,Liparis odorata
Liparis ruybarrettoi,Liparis ruybarrettoi
Liparis chloroxantha,Liparis stricklandiana
Liparis stricklandiana,Liparis stricklandiana
Liparis longipes,Liparis viridiflora
Liparis viridiflora,Liparis viridiflora
Lipocarpha chinensis,Lipocarpha chinensis
Lipocarpha senegalensis,Lipocarpha chinensis
Lipocarpha microcephala,Lipocarpha microcephala
Liquidambar formosana,Liquidambar formosana
Lirianthe championii,Lirianthe championii
Magnolia championii,Lirianthe championii
Magnolia paenetalauma,Lirianthe championii
Lirianthe coco,Lirianthe coco
Magnolia coco,Lirianthe coco
Liriope spicata,Liriope spicata
Litchi chinensis,Litchi chinensis
Lithocarpus attenuatus,Lithocarpus attenuatus
Lithocarpus corneus,Lithocarpus corneus
Lithocarpus elizabethae,Lithocarpus elizabethae
Lithocarpus elizabethiae,Lithocarpus elizabethae
Lithocarpus fenestratus,Lithocarpus fenestratus
Lithocarpus fenestratus var. brachycarpus,Lithocarpus fenestratus
Lithocarpus fenestratus brachycarpus,Lithocarpus fenestratus
Lithocarpus glaber,Lithocarpus glaber
Lithocarpus haipinii,Lithocarpus haipinii
Lithocarpus hancei,Lithocarpus hancei
Lithocarpus harlandii,Lithocarpus harlandii
Lithocarpus irwinii,Lithocarpus irwinii
Lithocarpus iteaphyllus,Lithocarpus iteaphyllus
Lithocarpus konishii,Lithocarpus konishii
Lithocarpus litseifolius,Lithocarpus litseifolius
Lithocarpus synbalanos,Lithocarpus litseifolius
Lithocarpus macilentus,Lithocarpus macilentus
Lithocarpus quercifolius,Lithocarpus quercifolius
Litsea acutivena,Litsea acutivena
Litsea cubeba,Litsea cubeba
Litsea elongata,Litsea elongata
Litsea glutinosa,Litsea glutinosa
Litsea greenmaniana,Litsea greenmaniana
Litsea variabilis,Litsea greenmaniana
Litsea monopetala,Litsea monopetala
Litsea rotundifolia,Litsea rotundifolia
Litsea rotundifolia var. oblongifolia,Litsea rotundifolia var. oblongifolia
Litsea rotundifolia oblongifolia,Litsea rotundifolia var. oblongifolia
Litsea verticillata,Litsea verticillata
Chirixalus romeri,Liuixalus romeri
Liuixalus romeri,Liuixalus romeri
Philautus romeri,Liuixalus romeri
Livistona chinensis,Livistona chinensis
Livistona saribus,Livistona saribus
Lobelia alsinoides subsp. hancei,Lobelia alsinoides subsp. hancei
Lobelia hancei,Lobelia alsinoides subsp. hancei
Lobelia alsinoides hancei,Lobelia alsinoides subsp. hancei
Lobelia chinensis,Lobelia chinensis
Lobelia zeylanica,Lobelia zeylanica
Lobularia maritima,Lobularia maritima
Bradypterus davidi,Locustella davidi
Locustella davidi,Locustella davidi
Locustella lanceolata,Locustella lanceolata
Bradypterus luteoventris,Locustella luteoventris
Locustella luteoventris,Locustella luteoventris
Bradypterus mandelli,Locustella mandelli
Locustella mandelli,Locustella mandelli
Bradypterus tacsanowskius,Locustella tacsanowskia
Locustella tacsanowskia,Locustella tacsanowskia
Loeseneriella concinna,Loeseneriella concinna
Lolium perenne,Lolium perenne
Lomagramma matthewii,Lomagramma matthewii
Lonchura atricapilla,Lonchura atricapilla
Lonchura punctulata,Lonchura punctulata
Lonchura striata,Lonchura striata
Lonchura striata swinhoei,Lonchura striata
Lonicera confusa,Lonicera confusa
Lonicera japonica,Lonicera japonica
Lonicera longiflora,Lonicera longiflora
Lonicera macrantha,Lonicera macrantha
Lonicera reticulata,Lonicera rhytidophylla
Lonicera rhytidophylla,Lonicera rhytidophylla
Lonicera sempervirens,Lonicera sempervirens
Lophatherum gracile,Lophatherum gracile
Lophostemon confertus,Lophostemon confertus
Tristania conferta,Lophostemon confertus
Loropetalum chinense,Loropetalum chinense
Loropetalum chinense f. rubrum,Loropetalum chinense f. rubrum
Loropetalum chinense rubrum,Loropetalum chinense f. rubrum
Loropetalum subcordatum,Loropetalum subcordatum
Tetrathyrium subcordatum,Loropetalum subcordatum
Loxogramme salicifolia,Loxogramme salicifolia
Luciogobius guttatus,Luciogobius guttatus
Lucuma nervosa,Lucuma nervosa
Ludisia discolor,Ludisia discolor
Ludwigia × taiwanensis,Ludwigia × taiwanensis
Ludwigia taiwanensis,Ludwigia × taiwanensis
Ludwigia adscendens,Ludwigia adscendens
Ludwigia decurrens,Ludwigia decurrens
Ludwigia hyssopifolia,Ludwigia hyssopifolia
Ludwigia prostrata,Ludwigia hyssopifolia
Ludwigia octovalvis,Ludwigia octovalvis
Oenothera octovalvis,Ludwigia octovalvis
Jussiaea caryophyllea,Ludwigia perennis
Ludwigia perennis,Ludwigia perennis
Luffa acutangula,Luffa acutangula
Luffa aegyptiaca,Luffa aegyptiaca
Luffa cylindrica,Luffa aegyptiaca
Lumnitzera racemosa,Lumnitzera racemosa
Cyanecula svecica,Luscinia svecica
Erithacus svecicus,Luscinia svecica
Luscinia svecica,Luscinia svecica
Luthrodes pandava pandava,Luthrodes pandava
Lutjanus argentimaculatus,Lutjanus argentimaculatus
Lutjanus johnii,Lutjanus johnii
Lutjanus russellii,Lutjanus russellii
Lutra lutra,Lutra lutra
Lychnis fulgens,Lychnis fulgens
Lycianthes biflora,Lycianthes biflora
Solanum biflorum,Lycianthes biflora
Lycium chinense,Lycium chinense
Lycodon capucinus,Lycodon capucinus
Lycodon aulicus,Lycodon capucinus
Dinodon futsingensis,Lycodon futsingensis
Lycodon futsingensis,Lycodon futsingensis
Lycodon ruhstrati,Lycodon futsingensis
Lycodon subcinctus,Lycodon subcinctus
Lycopersicon esculentum,Lycopersicon esculentum
Solanum lycopersicum,Lycopersicon esculentum
Lycopodiastrum casuarinoides,Lycopodiastrum casuarinoides
Lycopodium casuarinoides,Lycopodiastrum casuarinoides
Lycopodiella caroliniana,Lycopodiella caroliniana
Lycopodium carolinianum,Lycopodiella caroliniana
Lycoris aurea,Lycoris aurea
Lycoris radiata,Lycoris radiata
Lygodium conforme,Lygodium conforme
Lygodium flexuosum,Lygodium flexuosum
Lygodium japonicum,Lygodium japonicum
Lygodium microphyllum,Lygodium scandens
Lygodium scandens,Lygodium scandens
Lyonia ovalifolia,Lyonia ovalifolia var. hebecarpa
Lyonia ovalifolia var. hebecarpa,Lyonia ovalifolia var. hebecarpa
Lyonia ovalifolia hebecarpa,Lyonia ovalifolia var. hebecarpa
Lyriothemis elegantissima,Lyriothemis elegantissima
Lysidice rhodostegia,Lysidice rhodostegia
Lysimachia alpestris,Lysimachia alpestris
Lysimachia candida,Lysimachia candida
Lysimachia decurrens,Lysimachia decurrens
Lysimachia fortunei,Lysimachia fortunei
Cladrastis australis,Maackia australis
Maackia australis,Maackia australis
Maackia ellipticocarpa,Maackia australis
Macaca fascicularis,Macaca fascicularis
Macaca mulatta,Macaca mulatta
Macadamia ternifolia,Macadamia ternifolia
Macaranga denticulata,Macaranga denticulata
Macaranga auriculata,Macaranga lowii
Macaranga lowii,Macaranga lowii
Macaranga sampsonii,Macaranga sampsonii
Macaranga tanarius var. tomentosa,Macaranga tanarius var. tomentosa
Macaranga tanarius tomentosa,Macaranga tanarius var. tomentosa
Macaranga tanarius,Macaranga tanarius var. tomentosa
Doxantha unguis-cati,Macfadyena unguis-cati
Macfadyena unguis-cati,Macfadyena unguis-cati
Cladium ensigerum,Machaerina ensigera
Machaerina ensigera,Machaerina ensigera
Cladium glomeratum,Machaerina rubiginosa
Machaerina glomerata,Machaerina rubiginosa
Machaerina rubiginosa,Machaerina rubiginosa
Machilus breviflora,Machilus breviflora
Machilus chekiangensis,Machilus chekiangensis
Machilus longipedunculata,Machilus chekiangensis
Machilus chinensis,Machilus chinensis
Machilus gamblei,Machilus gamblei
Machilus suaveolens,Machilus gamblei
Machilus grijsii,Machilus grijsii
Machilus kwangtungensis,Machilus kwangtungensis
Machilus leptophylla,Machilus leptophylla
Machilus oreophila,Machilus oreophila
Machilus pauhoi,Machilus pauhoi
Machilus polyneura,Machilus pauhoi
Machilus robusta,Machilus robusta
Machilus thunbergii,Machilus thunbergii
Machilus velutina,Machilus velutina
Machilus wangchiana,Machilus wangchiana
Persea kadooriei,Machilus wangchiana
Machlolophus spilonotus,Machlolophus spilonotus
Parus spilonotus,Machlolophus spilonotus
Cudrania cochinchinensis,Maclura cochinchinensis
Cudrania rectispina,Maclura cochinchinensis
Maclura cochinchinensis,Maclura cochinchinensis
Cudrania tricuspidata,Maclura tricuspidata
Maclura tricuspidata,Maclura tricuspidata
Macrodiplax cora,Macrodiplax cora
Macromia berlandi,Macromia berlandi
Macromia katae,Macromia katae
Macromia urania,Macromia urania
Macromidia ellenae,Macromidia ellenae
Macromidia rapida,Macromidia rapida
Macropodus concolor,Macropodus hongkongensis
Macropodus hongkongensis,Macropodus hongkongensis
Macropodus opercularis,Macropodus opercularis
Macroptilium atropurpureum,Macroptilium atropurpureum
Macroptilium lathyroides,Macroptilium lathyroides
Macropygia unchall,Macropygia unchall
Macrosolen cochinchinensis,Macrosolen cochinchinensis
Macrosolon cochinchinensis,Macrosolen cochinchinensis
Dryopteris setigera,Macrothelypteris torresiana
Macrothelypteris torresiana,Macrothelypteris torresiana
Maesa japonica,Maesa japonica
Maesa montana,Maesa montana
Maesa perlarius,Maesa perlarius
Maesa perlaria,Maesa perlarius
Magnolia grandiflora,Magnolia grandiflora
Mahathala ameria,Mahathala ameria
Mahonia bealei,Mahonia bealei
Mahonia fortunei,Mahonia fortunei
Mahonia oiwakensis,Mahonia oiwakensis
Malaisia scandens,Malaisia scandens
Malaxis acuminata,Malaxis acuminata
Malaxis allanii,Malaxis acuminata
Malaxis latifolia,Malaxis latifolia
Malaxis parvissima,Malaxis latifolia
Mallotus apelta,Mallotus apelta
Mallotus barbatus,Mallotus barbatus
Mallotus hookerianus,Mallotus hookerianus
Mallotus paniculatus,Mallotus paniculatus
Mallotus oblongifolius,Mallotus peltatus
Mallotus peltatus,Mallotus peltatus
Mallotus philippensis,Mallotus philippensis
Mallotus repandus,Mallotus repandus
Malpighia coccigera,Malpighia coccigera
Malpighia glabra,Malpighia glabra
Malva cathayensis,Malva cathayensis
Malva sinensis,Malva cathayensis
Malva verticillata,Malva verticillata
Malvastrum coromandelianum,Malvastrum coromandelianum
Malvaviscus arboreus var. penduliflorus,Malvaviscus penduliflorus
Malvaviscus penduliflorus,Malvaviscus penduliflorus
Malvaviscus arboreus penduliflorus,Malvaviscus penduliflorus
Malvaviscus arboreus,Malvaviscus penduliflorus
Dipladenia boliviensis,Mandevilla boliviensis
Mandevilla boliviensis,Mandevilla boliviensis
Mangarinus waterousi,Mangarinus waterousi
Mangifera indica,Mangifera indica
Manglietia fordiana,Manglietia fordiana
Manihot esculenta,Manihot esculenta
Achras zapota,Manilkara zapota
Manilkara zapota,Manilkara zapota
Sapota achras,Manilkara zapota
Manis pentadactyla,Manis pentadactyla
Mapania silhetenisis,Mapania silhetensis
Mapania silhetensis,Mapania silhetensis
Mappianthus iodoides,Mappianthus iodoides
Maranta arundinacea,Maranta arundinacea
Maranta bicolor,Maranta bicolor
Anas americana,Mareca americana 
Mareca americana ,Mareca americana 
Anas falcata,Mareca falcata
Mareca falcata,Mareca falcata
Anas penelope,Mareca penelope
Mareca penelope,Mareca penelope
Anas strepera,Mareca strepera
Mareca strepera,Mareca strepera
Cyperus cyperinus,Mariscus cyperinus
Mariscus cyperinus,Mariscus cyperinus
Mariscus cyperoides,Mariscus cyperoides
Mariscus umbellatus,Mariscus cyperoides
Cyperus javanicus,Mariscus javanicus
Mariscus javanicus,Mariscus javanicus
Cyperus radians,Mariscus radians
Mariscus radians,Mariscus radians
Dolichandrone cauda-felina,Markhamia stipulata var. kerrii
Markhamia stipulata var. kerrii,Markhamia stipulata var. kerrii
Markhamia stipulata kerrii,Markhamia stipulata var. kerrii
Marrubium vulgare,Marrubium vulgare
Marsdenia lachnostoma,Marsdenia lachnostoma
Marsdenia tinctoria,Marsdenia tinctoria
Marsilea crenata,Marsilea crenata
Marsilea quadrifolia,Marsilea quadrifolia
Macrognathus armatus,Mastacembelus armatus
Mastacembelus armatus,Mastacembelus armatus
Matapa aria,Matapa aria
Matrona basilaris,Matrona basilaris
Chinemys megalocephala,Mauremys reevesii
Chinemys reevesii,Mauremys reevesii
Damonia unicolor,Mauremys reevesii
Mauremys reevesii,Mauremys reevesii
Mazus japonicus,Mazus pumilus
Mazus pumilus,Mazus pumilus
Mecardonia procumbens,Mecardonia procumbens
Mecodium badium,Mecodium badium
Mecodium microsorum,Mecodium microsorum
Mecodium osmundoides,Mecodium osmundoides
Medicago falcata,Medicago falcata
Medicago lupulina,Medicago lupulina
Medicago hispida,Medicago polymorpha
Medicago polymorpha,Medicago polymorpha
Medicago sativa,Medicago sativa
Ceryle lugubris,Megaceryle lugubris
Megaceryle lugubris,Megaceryle lugubris
Megalogomphus sommeri,Megalogomphus sommeri
Megalops cyprinoides,Megalops cyprinoides
Megisba malaya,Megisba malaya
Megisba malaya thwaitesi,Megisba malaya
Megophrys brachykolos,Megophrys brachykolos
Megophrys minor brachykolos,Megophrys brachykolos
Xenophrys brachykolos,Megophrys brachykolos
Boulenophrys brachykolos,Megophrys brachykolos
Melaleuca armillaris,Melaleuca armillaris
Melaleuca cajuputi subsp. cumingiana,Melaleuca cajuputi subsp. cumingiana
Melaleuca cajuputi cumingiana,Melaleuca cajuputi subsp. cumingiana
Melaleuca leucadendra,Melaleuca cajuputi subsp. cumingiana
Melaleuca cajuputi,Melaleuca cajuputi subsp. cumingiana
Melaleuca quinquenervia,Melaleuca cajuputi subsp. cumingiana
Melaleuca genistifolia,Melaleuca genistifolia
Melaleuca nodosa,Melaleuca nodosa
Melaleuca parviflora,Melaleuca parviflora
Melanitis leda,Melanitis leda
Melanitis phedima,Melanitis phedima
Melanitta americana,Melanitta americana
Melanitta deglandi,Melanitta stejnegeri
Melanitta stejnegeri,Melanitta stejnegeri
Melanochromis auratus,Melanochromis auratus
Melastoma dodecandrum,Melastoma dodecandrum
Melastoma intermedium,Melastoma intermedium
Melastoma normale,Melastoma intermedium
Melastoma affine,Melastoma malabathricum
Melastoma candidum,Melastoma malabathricum
Melastoma malabathricum,Melastoma malabathricum
Melastoma sanguineum,Melastoma sanguineum
Melia azedarach,Melia azedarach
Melia toosendan,Melia toosendan
Euodia lepta,Melicope pteleifolia
Melicope pteleifolia,Melicope pteleifolia
Melinis minutiflora,Melinis minutiflora
Melinis repens,Melinis repens
Rhynchelytrum repens,Melinis repens
Meliosma fordii,Meliosma fordii
Meliosma patens,Meliosma rigida
Meliosma rigida,Meliosma rigida
Meliosma squamulata,Meliosma squamulata
Meliosma thorelii,Meliosma thorelii
Meliosma thorellii,Meliosma thorelii
Melligomphus guangdongensis,Melligomphus guangdongensis
Melligomphus moluami,Melligomphus guangdongensis
Melligomphus sinicus,Melligomphus sinicus
Melocanna arundina,Melocanna humilis
Melocanna humilis,Melocanna humilis
Melochia corchorifolia,Melochia corchorifolia
Melodinus fusiformis,Melodinus fusiformis
Melodinus suaveolens,Melodinus suaveolens
Melogale moschata,Melogale moschata
Memecylon ligustrifolium,Memecylon ligustrifolium
Memecylon nigrescens,Memecylon nigrescens
Mentha canadensis,Mentha canadensis
Mentha haplocalyx,Mentha canadensis
Mergellus albellus,Mergellus albellus
Mergus albellus,Mergellus albellus
Mergus serrator,Mergus serrator
Merops philippinus,Merops philippinus
Merops viridis,Merops viridis
Merremia dissecta,Merremia dissecta
Merremia convolvulacea,Merremia hederacea
Merremia hederacea,Merremia hederacea
Merremia hirta,Merremia hirta
Ipomoea quinata,Merremia quinata
Merremia quinata,Merremia quinata
Merremia sibirica,Merremia sibirica
Ipomoea tuberosa,Merremia tuberosa
Merremia tuberosa,Merremia tuberosa
Merremia umbellata subsp. orientalis,Merremia umbellata subsp. orientalis
Merremia umbellata orientalis,Merremia umbellata subsp. orientalis
Mesona chinensis,Mesona chinensis
Metasequoia glyptostroboides,Metasequoia glyptostroboides
Metzia formosae,Metzia formosae
Rasborinus formosae,Metzia formosae
Metzia lineata,Metzia lineata
Rasborinus lineatus,Metzia lineata
Michelia × alba,Michelia × alba
Michelia alba,Michelia × alba
Magnolia × alba,Michelia × alba
Magnolia alba,Michelia × alba
Michelia champaca,Michelia champaca
Michelia chapensis,Michelia chapensis
Michelia figo,Michelia figo
Magnolia figo,Michelia figo
Michelia macclurei,Michelia macclurei
Michelia maudiae,Michelia maudiae
Michelia odora,Michelia odora
Tsoongiodendron odorum,Michelia odora
Microcarpaea minima,Microcarpaea minima
Microchloa indica,Microchloa indica
Microcos nervosa,Microcos nervosa
Microcos paniculata,Microcos nervosa
Microdesmis casearifolia,Microdesmis caseariifolia
Microdesmis caseariifolia,Microdesmis caseariifolia
Microglossa pyrifolia,Microglossa pyrifolia
Microglossa volubilis,Microglossa pyrifolia
Microhyla butleri,Microhyla butleri
Microhyla fissipes,Microhyla fissipes
Engystoma pulchrum,Microhyla pulchra
Microhyla hainanensis,Microhyla pulchra
Microhyla major,Microhyla pulchra
Microhyla pulchra,Microhyla pulchra
Microlepia hancei,Microlepia hancei
Microlepia hookeriana,Microlepia hookeriana
Microlepia marginata,Microlepia marginata
